,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
513,Descriptive-statistics/uu-Descriptive-statistics-619-nl,uu-Descriptive-statistics-619-nl,"
**Download**: [SPSS file](uu-Descriptive-statistics-619-nl-data.sav), [CSV file](uu-Descriptive-statistics-619-nl-data.csv)
Open het databestand.
Beantwoord de volgende vragen.
**Beantwoord iedere vraag met alle decimalen die in de output vermeld staan.**
Answerlist
----------
* Het aantal respondenten waarvan de score op welzijn op meetmoment 2 bekend is, is…
* De gemiddelde score op plezier in werk is…
* De minimaal behaalde score op stressbestendigheid is…
* De meeste respondenten zitten in experimentele groep…
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",Dutch,Statistical Literacy,0174f,Descriptive statistics/Descriptive statistics,2026-01-12
514,Descriptive-statistics/uu-Descriptive-statistics-620-en,uu-Descriptive-statistics-620-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-620-en-data.sav), [CSV file](uu-Descriptive-statistics-620-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on attention at measurement time 1 is known is....
* The average score on shifting is...
* The minimum score obtained on attention at measurement time 3 is...
* The number of respondents in experimental group 2 is...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,9bd06,Descriptive statistics/Descriptive statistics,2026-01-12
515,Descriptive-statistics/uu-Descriptive-statistics-620-nl,uu-Descriptive-statistics-620-nl,"
**Download**: [SPSS file](uu-Descriptive-statistics-620-nl-data.sav), [CSV file](uu-Descriptive-statistics-620-nl-data.csv)
Open het databestand.
Beantwoord de volgende vragen.
**Beantwoord iedere vraag met alle decimalen die in de output vermeld staan.**
Answerlist
----------
* Het aantal respondenten waarvan de score op aandacht op meetmoment 1 bekend is, is… 
* De gemiddelde score op shifting is…
* De minimaal behaalde score op aandacht op meetmoment 3 is…
* Het aantal respondenten in experimentele groep 2 is…
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",Dutch,Statistical Literacy,2acca,Descriptive statistics/Descriptive statistics,2026-01-12
516,Descriptive-statistics/uu-Descriptive-statistics-621-en,uu-Descriptive-statistics-621-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-621-en-data.sav), [CSV file](uu-Descriptive-statistics-621-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on language proficiency at measurement time 1 is known is....
* The average score on grammar is...
* The maximum score obtained on spelling is....
* The number of respondents in experimental group A is...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,09a97,Descriptive statistics/Descriptive statistics,2026-01-12
517,Descriptive-statistics/uu-Descriptive-statistics-621-nl,uu-Descriptive-statistics-621-nl,"
**Download**: [SPSS file](uu-Descriptive-statistics-621-nl-data.sav), [CSV file](uu-Descriptive-statistics-621-nl-data.csv)
Open het databestand.
Beantwoord de volgende vragen.
**Beantwoord iedere vraag met alle decimalen die in de output vermeld staan.**
Answerlist
----------
* Het aantal respondenten waarvan de score op taalvaardigheid op meetmoment 1 bekend is, is…
* De gemiddelde score op grammatica is…
* De maximaal behaalde score op spelling is…
* Het aantal respondenten in experimentele groep A is…
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",Dutch,Statistical Literacy,2fe7e,Descriptive statistics/Descriptive statistics,2026-01-12
1658,Descriptive-statistics/vufsw-z-score-1097-en,vufsw-z-score-1097-en,"A recently-graduated economist gets two job offers.  
  
He can get a job in the US with a monthly salary of $5.000. The mean
salary in the US equals $3.300 and the standard deviation is $800. He
can also get a job in Germany with a monthly salary of €4.000. In
Germany, the mean salary amounts to €2.800 and the standard deviation to
€500.  
  
In which country can he get the highest salary (compared to the mean
salary in the country)? And how can you conclude this?
Answerlist
----------
* In the US, because the standard error of the offered salary is higher in
  the US than in Germany
* In the US, because the z-score of the offered salary is higher in the US
  than in Germany
* In the US, because the correlation coeffecient of the offered salary is
  higher in the US than in Germany
* In Germany, because the standar error of the offered salary is higher in
  Germany than in the US
* In Germany, because the z-score of the offered salary is higher in
  Germany than in the US.
* In Germany, because the correlation coefficient of the offered salary is
  higher in Germany than in the US
",schoice,descriptive statistics/score interpretation/z-score,performing analysis,calculator,English,statistical literacy,f55c4,descriptive statistics/z-score,2026-01-12
1659,Descriptive-statistics/vufsw-z-score-1097-nl,vufsw-z-score-1097-nl,"Een pas afgestudeerde econoom krijgt twee aanbiedingen voor een baan.  
  
Hij kan een baan krijgen in de VS met een maandsalaris van $5.000. The mean
salary in the US equals $3.300 en de standaardafwijking is $800. Hij kan ook een baan krijgen in Duitsland met een maandsalaris van €4.000. In Duitsland bedraagt het gemiddelde salaris €2.800 en de standaardafwijking €500.  
  
In welk land kan hij het hoogste salaris krijgen (vergeleken met het gemiddelde salaris in het land)? En hoe kun je dit concluderen?
Answerlist
----------
* In de VS, omdat de standaardfout van het geboden salaris hoger is in de VS hoger is dan in Duitsland
* In de VS, omdat de z-score van het geboden salaris hoger is in de VS dan in Duitsland
* In de VS, omdat de correlatiecoëfficiënt van het aangeboden salaris hoger is in de VS dan in Duitsland
* In Duitsland, omdat de standaardfout van het aangeboden salaris hoger is in Duitsland hoger is dan in de VS
* In Duitsland, omdat de z-score van het aangeboden salaris hoger is in Duitsland hoger is dan in de VS.
* In Duitsland, omdat de correlatiecoëfficiënt van het aangeboden salaris hoger is in Duitsland dan in de VS
",schoice,descriptive statistics/score interpretation/z-score,performing analysis,calculator,Dutch,statistical literacy,7042d,descriptive statistics/z-score,2026-01-12
1666,Descriptive-statistics/vufsw-z-score-1176-en,vufsw-z-score-1176-en,"Suppose that the current American president claims that the American
population gives the current US president an average approval score of 7
(on a scale of 1 to 10).  
  
A researcher has doubts about this claim and conducts a random survey
among 121 American respondents. This sample shows that the average
approval score is 6.5 (st.dev. = 1.8).  
  
If we assume that the claim of the president is correct (i.e. that the
average approval score in the population is 7), what is then then
probability that we would find this sample statistic (this sample mean
of 6.5)*?*  
  
​The probability* *is* ...*
Answerlist
----------
* 0.11%
* 3.06%
* 1.96%
* 0.87%
* 2.05%
",schoice,descriptive statistics/score interpretation/z-score,performing analysis,calculator,English,statistical thinking,e716e,descriptive statistics/z-score,2026-01-12
1667,Descriptive-statistics/vufsw-z-score-1176-nl,vufsw-z-score-1176-nl,"Stel dat de huidige Amerikaanse president beweert dat de Amerikaanse bevolking de huidige Amerikaanse president een gemiddelde goedkeuringsscore geeft van 7 (op een schaal van 1 tot 10).  
  
Een onderzoeker twijfelt aan deze bewering en houdt een willekeurige enquête onder 121 Amerikaanse respondenten. Uit deze steekproef blijkt dat de gemiddelde goedkeuringsscore 6,5 is (st.dev. = 1,8).  
  
Als we aannemen dat de claim van de president juist is (d.w.z. dat de gemiddelde goedkeuringsscore in de populatie 7 is), wat is dan de kans dat we deze steekproefstatistiek zouden vinden (dit steekproefgemiddelde van 6,5)*?*  De kans* *is* ...*
Answerlist
----------
* 0.11%
* 3.06%
* 1.96%
* 0.87%
* 2.05%
",schoice,descriptive statistics/score interpretation/z-score,performing analysis,calculator,Dutch,statistical thinking,bdcd4,descriptive statistics/z-score,2026-01-12
2124,Factor-analysis/eur-factor-108-en,eur-factor-108-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Perform an unrotated exploratory factor analysis with principal axis factoring in which you include all the statements from the questionnaire. What percentage of the total variance does the third factor explain (1 decimal place)?
* Download**: [SPSS file](eur-factor-108-nl-data.sav), [CSV file](eur-factor-108-nl-data.csv)
",num,"Factor analysis/Exploratory factor analysis, Factor analysis/Explained variance",Performing analysis,SPSS,English,Statistical Literacy,66fce,Factor analysis/Exploratory factor analysis,2026-01-12
2125,Factor-analysis/eur-factor-108-nl,eur-factor-108-nl,"*Werk voor psychologen en pedagogen.*
Een wetenschapper doet onderzoek naar factoren die kunnen verklaren waarom de carriëremogelijkheden voor psychologen en pedagogen soms gering zijn. Vanuit theoretische inzichten over carriëremogelijkheden heeft de onderzoeker het idee dat er verschillende dimensies onderscheiden kunnen worden die iets te maken hebben met de carriëremogelijkheden. Ze heeft 34 stellingen bedacht waarop respondenten op een 4-puntsschaal (1. helemaal mee eens; 2. een beetje mee eens; 3. niet zo erg mee eens; 4. helemaal niet mee eens) aan kunnen geven of ze het eens zijn met een stelling. Een voorbeeld van een stelling is: “Ik heb tijdens mijn opleiding een relevante stage gelopen”. De vragenlijst is afgenomen bij 312 afgestudeerden. De responsen van de deelnemers op de 34 stellingen staan weergegeven in het databestand. 
Open het databestand.
Voer een ongeroteerde exploratieve factor analyse uit met principal axis factoring waarbij je alle stellingen uit de vragenlijst opneemt. Hoeveel procent van de totale variantie verklaart de derde factor? (1 decimaal)
**Download**: [SPSS file](eur-factor-108-nl-data.sav), [CSV file](eur-factor-108-nl-data.csv)
",num,"Factor analysis/Exploratory factor analysis, Factor analysis/Explained variance",Performing analysis,SPSS,Dutch,Statistical Literacy,3078a,Factor analysis/Exploratory factor analysis,2026-01-12
2126,Factor-analysis/eur-factor-109-en,eur-factor-109-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Conduct an unrotated exploratory factor analysis with principal axis factoring in which you include all statements from the questionnaire and extract 3 factors. What percent of the total variance do the first three factors together explain when 3 factors are extracted?  (1 decimal place)
* Download**: [SPSS file](eur-factor-109-nl-data.sav), [CSV file](eur-factor-109-nl-data.csv)
",num,Factor analysis/Explained variance,Performing analysis,SPSS,English,Statistical Literacy,3f72d,Factor analysis/Explained variance,2026-01-12
2127,Factor-analysis/eur-factor-109-nl,eur-factor-109-nl,"*Werk voor psychologen en pedagogen.*
Een wetenschapper doet onderzoek naar factoren die kunnen verklaren waarom de carriëremogelijkheden voor psychologen en pedagogen soms gering zijn. Vanuit theoretische inzichten over carriëremogelijkheden heeft de onderzoeker het idee dat er verschillende dimensies onderscheiden kunnen worden die iets te maken hebben met de carriëremogelijkheden. Ze heeft 34 stellingen bedacht waarop respondenten op een 4-puntsschaal (1. helemaal mee eens; 2. een beetje mee eens; 3. niet zo erg mee eens; 4. helemaal niet mee eens) aan kunnen geven of ze het eens zijn met een stelling. Een voorbeeld van een stelling is: “Ik heb tijdens mijn opleiding een relevante stage gelopen”. De vragenlijst is afgenomen bij 312 afgestudeerden. De responsen van de deelnemers op de 34 stellingen staan weergegeven in het databestand. 
Open het databestand.
Voer een ongeroteerde exploratieve factor analyse uit met principal axis factoring waarbij je alle stellingen uit de vragenlijst opneemt en waarbij 3 factoren worden geëxtraheerd. 
Hoeveel procent van de totale variantie verklaren de eerste drie factoren samen wanneer er 3 factoren worden geëxtraheerd?  (1 decimaal)
**Download**: [SPSS file](eur-factor-109-nl-data.sav), [CSV file](eur-factor-109-nl-data.csv)
",num,Factor analysis/Explained variance,Performing analysis,SPSS,Dutch,Statistical Literacy,e44b1,Factor analysis/Explained variance,2026-01-12
